id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
274,-118.14,33.84,45.0,1908.0,361.0,890.0,342.0,4.575,<1H OCEAN,336000.0
275,-117.35,33.2,23.0,3297.0,728.0,1793.0,622.0,2.5754,NEAR OCEAN,169700.0
276,-122.36,40.55,21.0,2500.0,466.0,1428.0,502.0,2.6513,INLAND,113300.0
277,-118.5,34.2,34.0,1617.0,344.0,938.0,305.0,3.915,<1H OCEAN,217700.0
278,-121.62,36.69,11.0,4712.0,1098.0,5982.0,1105.0,2.5986,<1H OCEAN,135700.0
279,-122.44,37.76,38.0,2202.0,452.0,833.0,435.0,6.8939,NEAR BAY,455900.0
280,-118.04,34.12,30.0,2170.0,318.0,984.0,309.0,5.6916,INLAND,500001.0
281,-117.67,33.51,18.0,1645.0,393.0,1490.0,355.0,3.4792,<1H OCEAN,126400.0
282,-118.18,34.13,52.0,2228.0,475.0,1311.0,452.0,3.5341,<1H OCEAN,182100.0
283,-118.3,34.11,52.0,1954.0,245.0,645.0,237.0,6.9391,<1H OCEAN,500001.0
284,-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,NEAR BAY,150000.0
285,-123.19,39.21,22.0,1542.0,291.0,821.0,285.0,3.5917,<1H OCEAN,118800.0
286,-122.03,37.61,36.0,1409.0,271.0,1002.0,281.0,3.7262,NEAR BAY,164900.0
287,-116.9,33.22,11.0,4132.0,773.0,2012.0,703.0,3.1906,<1H OCEAN,234500.0
288,-118.32,33.97,52.0,1590.0,302.0,844.0,295.0,2.7139,<1H OCEAN,164900.0
289,-121.56,39.16,35.0,2157.0,441.0,1009.0,409.0,1.5827,INLAND,63000.0
290,-122.24,40.16,19.0,2500.0,509.0,1293.0,494.0,2.035,INLAND,55100.0
291,-122.28,37.86,52.0,2031.0,450.0,958.0,445.0,1.9327,NEAR BAY,169900.0
292,-119.71,34.44,41.0,2220.0,367.0,927.0,355.0,5.3184,<1H OCEAN,376000.0
293,-122.42,40.6,5.0,2614.0,433.0,1275.0,411.0,3.4464,INLAND,122900.0
294,-122.14,37.67,37.0,3342.0,,1635.0,557.0,4.7933,NEAR BAY,186900.0
295,-118.3,33.74,20.0,2625.0,673.0,1184.0,606.0,3.9167,NEAR OCEAN,285200.0
296,-117.19,32.84,30.0,2492.0,406.0,1250.0,431.0,5.5277,NEAR OCEAN,197100.0
297,-118.48,34.02,29.0,1585.0,542.0,1019.0,487.0,2.7072,<1H OCEAN,375000.0
298,-120.97,38.42,16.0,1748.0,322.0,4930.0,287.0,4.3029,INLAND,121900.0
299,-118.4,34.28,22.0,3517.0,810.0,3134.0,847.0,2.6652,<1H OCEAN,164800.0
300,-115.52,32.98,21.0,1302.0,327.0,1244.0,316.0,2.2054,INLAND,66400.0
301,-122.31,37.5,22.0,14034.0,3020.0,6266.0,2952.0,4.3939,NEAR OCEAN,491200.0
302,-119.0,35.33,35.0,991.0,221.0,620.0,207.0,1.9417,INLAND,53800.0
303,-118.42,33.75,22.0,17591.0,2604.0,6897.0,2492.0,8.2831,NEAR OCEAN,500001.0
304,-121.66,39.66,17.0,3502.0,655.0,1763.0,613.0,2.9625,INLAND,101200.0
305,-117.18,32.68,29.0,1539.0,344.0,556.0,289.0,3.25,NEAR OCEAN,500001.0
306,-122.46,37.74,52.0,2180.0,326.0,856.0,326.0,5.3961,NEAR BAY,416900.0
307,-122.71,38.46,42.0,1574.0,376.0,844.0,369.0,2.314,<1H OCEAN,169400.0
308,-118.12,33.84,37.0,1242.0,221.0,565.0,213.0,4.1094,<1H OCEAN,215800.0
309,-118.48,34.2,12.0,3831.0,1083.0,2258.0,967.0,2.4375,<1H OCEAN,255400.0
310,-117.31,34.13,36.0,1076.0,283.0,773.0,224.0,2.6307,INLAND,66400.0
311,-118.46,34.26,36.0,1394.0,254.0,761.0,262.0,4.9485,<1H OCEAN,217100.0
312,-118.12,34.08,35.0,2248.0,,1762.0,622.0,3.0,<1H OCEAN,253900.0
313,-118.49,34.21,25.0,1131.0,449.0,746.0,420.0,1.3565,<1H OCEAN,225000.0
314,-122.01,38.44,12.0,2344.0,354.0,1035.0,321.0,4.9773,INLAND,281200.0
315,-117.66,34.07,36.0,2072.0,408.0,964.0,395.0,2.8702,INLAND,137000.0
316,-120.49,37.26,28.0,2159.0,416.0,1283.0,378.0,1.8939,INLAND,83000.0
317,-118.22,33.97,47.0,1688.0,386.0,1663.0,381.0,4.0609,<1H OCEAN,171300.0
318,-123.63,41.11,19.0,1797.0,384.0,1033.0,327.0,1.4911,<1H OCEAN,59200.0
319,-118.06,33.72,22.0,4311.0,531.0,1426.0,533.0,9.8177,NEAR OCEAN,500001.0
320,-117.96,34.07,35.0,2819.0,529.0,1508.0,485.0,4.6118,<1H OCEAN,191700.0
321,-118.42,34.14,27.0,3990.0,892.0,1417.0,800.0,4.0439,<1H OCEAN,500001.0
322,-118.36,33.81,25.0,9042.0,2022.0,4458.0,1944.0,4.5592,<1H OCEAN,378800.0
323,-121.96,37.0,20.0,3847.0,727.0,1725.0,737.0,3.3447,NEAR OCEAN,305200.0
324,-122.42,37.72,37.0,2638.0,546.0,1789.0,521.0,4.0071,NEAR BAY,244700.0
325,-118.07,33.73,13.0,1822.0,313.0,643.0,303.0,9.8346,NEAR OCEAN,401700.0
326,-122.26,37.9,37.0,2220.0,335.0,903.0,362.0,7.8336,NEAR BAY,371300.0
327,-118.11,34.1,49.0,2812.0,478.0,1329.0,490.0,5.2503,<1H OCEAN,292900.0
328,-122.7,38.35,14.0,2313.0,,954.0,397.0,3.7813,<1H OCEAN,146500.0
329,-121.52,39.51,30.0,3085.0,610.0,1688.0,575.0,2.334,INLAND,72200.0
330,-121.9,37.27,28.0,4538.0,685.0,1996.0,667.0,5.4609,<1H OCEAN,263600.0
331,-119.35,36.21,26.0,2481.0,586.0,1445.0,498.0,1.6378,INLAND,60300.0
332,-122.47,37.75,51.0,2413.0,431.0,1095.0,437.0,4.0089,NEAR BAY,357000.0
333,-122.18,37.79,46.0,2109.0,387.0,922.0,329.0,3.9712,NEAR BAY,208100.0
334,-121.37,38.68,34.0,1086.0,187.0,663.0,190.0,3.3074,INLAND,84200.0
335,-117.17,32.69,19.0,2802.0,802.0,1159.0,597.0,4.7891,NEAR OCEAN,334600.0
336,-117.07,32.63,37.0,2372.0,444.0,1056.0,419.0,3.7583,NEAR OCEAN,145500.0
337,-121.71,39.41,22.0,1814.0,342.0,941.0,323.0,2.1728,INLAND,59400.0
338,-122.14,38.05,27.0,3794.0,772.0,1756.0,724.0,3.2891,NEAR BAY,150600.0
339,-119.71,34.42,52.0,1838.0,692.0,851.0,576.0,1.4851,<1H OCEAN,237500.0
340,-121.32,39.13,5.0,358.0,65.0,169.0,59.0,3.0,INLAND,162500.0
341,-122.02,37.92,26.0,5077.0,640.0,1872.0,636.0,7.4713,NEAR BAY,351200.0
342,-122.69,37.91,43.0,1730.0,326.0,629.0,279.0,4.3194,NEAR OCEAN,238700.0
343,-118.08,34.14,42.0,2690.0,589.0,1149.0,535.0,3.88,INLAND,281100.0
344,-117.16,32.78,34.0,2515.0,488.0,1594.0,515.0,3.7381,NEAR OCEAN,165000.0
345,-118.14,33.87,44.0,1607.0,271.0,799.0,283.0,5.084,<1H OCEAN,214100.0
346,-116.85,34.26,19.0,5395.0,1220.0,981.0,366.0,2.6094,INLAND,92400.0
347,-118.28,34.03,45.0,943.0,289.0,953.0,238.0,2.0673,<1H OCEAN,151600.0
348,-118.45,33.96,24.0,3097.0,791.0,1075.0,639.0,5.723,<1H OCEAN,500001.0
349,-118.25,33.97,38.0,1231.0,346.0,1217.0,354.0,1.8661,<1H OCEAN,106600.0
350,-118.28,33.82,30.0,3615.0,760.0,2813.0,752.0,5.3849,<1H OCEAN,217700.0
351,-122.1,38.02,28.0,4308.0,824.0,2086.0,776.0,3.6523,NEAR BAY,159700.0
352,-117.03,32.61,22.0,1028.0,148.0,523.0,152.0,6.0086,NEAR OCEAN,166900.0
353,-118.27,34.1,51.0,3149.0,519.0,1082.0,510.0,6.4459,<1H OCEAN,421600.0
354,-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,1.5132,<1H OCEAN,86300.0
355,-118.19,34.87,2.0,2103.0,389.0,923.0,338.0,5.0553,INLAND,111100.0
356,-119.53,36.55,34.0,2065.0,343.0,1041.0,313.0,3.2917,INLAND,111500.0
357,-118.06,34.15,37.0,1980.0,226.0,697.0,226.0,15.0001,INLAND,500001.0
358,-118.15,33.97,32.0,1174.0,373.0,1758.0,361.0,2.4263,<1H OCEAN,158100.0
359,-117.39,33.97,48.0,1915.0,348.0,1060.0,376.0,3.4044,INLAND,117900.0
360,-122.22,37.78,51.0,1637.0,463.0,1543.0,393.0,2.489,NEAR BAY,119100.0
361,-120.65,35.12,19.0,2949.0,662.0,1425.0,548.0,2.9615,<1H OCEAN,178100.0
362,-121.76,36.92,20.0,2687.0,637.0,2154.0,610.0,2.6434,<1H OCEAN,169700.0
363,-118.06,33.98,50.0,1146.0,238.0,579.0,213.0,2.9583,<1H OCEAN,172600.0
364,-117.93,34.04,23.0,6361.0,1168.0,4580.0,1109.0,4.9342,<1H OCEAN,181000.0
365,-118.18,33.99,36.0,988.0,337.0,1508.0,351.0,2.4375,<1H OCEAN,154800.0
366,-122.03,37.38,21.0,2667.0,798.0,1433.0,727.0,3.8732,<1H OCEAN,252400.0
367,-121.21,37.8,33.0,1862.0,429.0,971.0,389.0,2.6053,INLAND,99200.0
368,-117.01,32.77,34.0,3330.0,723.0,1592.0,656.0,2.6678,<1H OCEAN,164200.0
369,-119.85,36.82,9.0,3995.0,778.0,1691.0,712.0,3.3239,INLAND,91300.0
370,-122.2,37.48,41.0,733.0,155.0,652.0,140.0,5.1654,NEAR BAY,233600.0
371,-118.13,33.81,37.0,1013.0,199.0,493.0,183.0,4.7845,<1H OCEAN,231400.0
372,-121.54,39.08,26.0,2276.0,460.0,1455.0,474.0,2.4695,INLAND,58000.0
373,-122.42,37.62,36.0,1538.0,256.0,671.0,247.0,4.4091,NEAR OCEAN,317900.0
374,-121.84,37.32,16.0,1866.0,364.0,1835.0,412.0,5.3363,<1H OCEAN,212800.0
375,-117.47,33.95,15.0,6248.0,1249.0,3795.0,1128.0,4.1264,INLAND,124600.0
376,-120.6,37.37,10.0,3075.0,498.0,1368.0,487.0,4.6667,INLAND,130100.0
377,-118.87,35.37,14.0,2458.0,433.0,1352.0,411.0,3.5441,INLAND,87000.0
378,-118.48,34.15,31.0,2536.0,429.0,990.0,424.0,5.4591,<1H OCEAN,495500.0
379,-119.69,36.83,7.0,2075.0,353.0,1040.0,362.0,3.9943,INLAND,100200.0
380,-117.93,34.09,34.0,2192.0,431.0,1376.0,428.0,3.9861,<1H OCEAN,163900.0
381,-122.5,37.78,50.0,1922.0,427.0,1049.0,443.0,3.5833,NEAR BAY,348500.0
382,-118.28,34.06,42.0,2472.0,,3795.0,1179.0,1.2254,<1H OCEAN,162500.0
383,-117.82,33.84,25.0,1788.0,203.0,676.0,217.0,10.1299,<1H OCEAN,454300.0
384,-121.87,37.3,28.0,859.0,199.0,455.0,211.0,2.3293,<1H OCEAN,215900.0
385,-118.26,34.08,45.0,2225.0,827.0,2699.0,792.0,1.9209,<1H OCEAN,179200.0
386,-117.79,33.71,16.0,6339.0,862.0,3132.0,825.0,7.1069,<1H OCEAN,313400.0
387,-117.13,32.75,31.0,2336.0,656.0,1186.0,609.0,2.5872,NEAR OCEAN,130600.0
388,-119.05,34.36,22.0,1815.0,506.0,2428.0,473.0,2.8417,<1H OCEAN,162500.0
389,-117.86,33.6,30.0,1891.0,364.0,635.0,314.0,6.6265,<1H OCEAN,500001.0
390,-119.3,36.31,16.0,2234.0,357.0,1150.0,361.0,4.2778,INLAND,97300.0
391,-118.34,34.11,51.0,937.0,348.0,527.0,333.0,4.3571,<1H OCEAN,468800.0
392,-116.97,33.75,22.0,3740.0,965.0,2011.0,824.0,1.3039,INLAND,77500.0
393,-118.24,33.96,30.0,859.0,221.0,912.0,191.0,1.9041,<1H OCEAN,105100.0
394,-120.51,36.55,20.0,1193.0,263.0,1274.0,241.0,1.9417,INLAND,38800.0
395,-118.25,33.97,37.0,794.0,210.0,814.0,213.0,2.2917,<1H OCEAN,112000.0
396,-117.82,33.77,27.0,2578.0,314.0,976.0,340.0,7.1882,<1H OCEAN,359200.0
397,-122.28,38.31,52.0,58.0,18.0,48.0,22.0,1.76,NEAR BAY,166700.0
398,-118.09,33.75,32.0,6239.0,974.0,2615.0,950.0,6.6188,NEAR OCEAN,380000.0
399,-118.4,34.21,45.0,972.0,181.0,554.0,187.0,4.8194,<1H OCEAN,181300.0
400,-118.01,33.85,29.0,2064.0,447.0,1265.0,400.0,3.8864,<1H OCEAN,209300.0
401,-118.09,33.91,14.0,2369.0,604.0,1546.0,464.0,3.7969,<1H OCEAN,159400.0
402,-118.23,33.89,16.0,5003.0,1180.0,4145.0,1159.0,2.1389,<1H OCEAN,133400.0
403,-117.25,32.78,36.0,1527.0,427.0,710.0,312.0,2.7857,NEAR OCEAN,291700.0
404,-121.9,37.29,36.0,1389.0,225.0,623.0,223.0,6.6331,<1H OCEAN,283300.0
405,-120.87,37.77,9.0,4838.0,920.0,2460.0,923.0,3.5959,INLAND,142700.0
406,-117.14,32.76,24.0,3523.0,991.0,1775.0,873.0,2.1273,NEAR OCEAN,142300.0
407,-116.99,32.96,17.0,5509.0,866.0,2748.0,817.0,4.8854,<1H OCEAN,181300.0
408,-122.44,37.8,52.0,1580.0,470.0,714.0,448.0,3.2447,NEAR BAY,500001.0
409,-115.55,32.78,5.0,2652.0,606.0,1767.0,536.0,2.8025,INLAND,84300.0
410,-124.16,40.77,35.0,2141.0,438.0,1053.0,434.0,2.8529,NEAR OCEAN,85600.0
411,-120.45,37.79,8.0,2687.0,495.0,5087.0,385.0,3.1719,INLAND,115400.0
412,-117.05,32.95,17.0,4814.0,1091.0,3013.0,1078.0,3.2369,<1H OCEAN,167800.0
413,-117.73,34.06,34.0,344.0,108.0,315.0,119.0,3.1786,INLAND,117800.0
414,-122.04,36.96,32.0,1438.0,306.0,802.0,293.0,4.1964,NEAR OCEAN,202000.0
415,-119.95,38.94,24.0,2180.0,517.0,755.0,223.0,2.5875,INLAND,173400.0
416,-122.32,37.92,29.0,2304.0,399.0,1377.0,454.0,5.0187,NEAR BAY,140600.0
417,-117.33,34.03,18.0,2342.0,402.0,1264.0,382.0,4.7986,INLAND,123700.0
418,-117.47,33.92,18.0,3869.0,773.0,2500.0,726.0,3.6583,INLAND,126100.0
419,-122.14,38.02,44.0,1625.0,432.0,825.0,385.0,2.0523,NEAR BAY,133900.0
420,-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,<1H OCEAN,297400.0
421,-117.24,32.75,41.0,1989.0,514.0,1015.0,489.0,2.79,NEAR OCEAN,226000.0
422,-122.43,37.73,52.0,1985.0,401.0,1337.0,424.0,4.1071,NEAR BAY,240900.0
423,-119.05,35.36,30.0,4635.0,800.0,2307.0,754.0,3.6548,INLAND,84700.0
424,-117.13,32.75,28.0,2279.0,671.0,1166.0,623.0,1.95,NEAR OCEAN,150000.0
425,-118.22,33.93,30.0,443.0,170.0,903.0,189.0,2.1964,<1H OCEAN,125000.0
426,-116.95,32.84,31.0,1307.0,,752.0,231.0,3.4286,<1H OCEAN,129400.0
427,-116.53,33.84,28.0,8399.0,1839.0,3470.0,1340.0,2.5885,INLAND,159000.0
428,-117.38,33.98,52.0,2274.0,571.0,1167.0,504.0,2.0284,INLAND,101600.0
429,-121.9,37.26,20.0,4447.0,661.0,2062.0,660.0,6.8088,<1H OCEAN,283300.0
430,-118.4,33.99,36.0,1225.0,213.0,591.0,227.0,5.4663,<1H OCEAN,326700.0
431,-118.43,33.99,45.0,2092.0,451.0,1190.0,429.0,3.8021,<1H OCEAN,323000.0
432,-122.18,37.89,18.0,4845.0,735.0,1634.0,734.0,8.1489,NEAR BAY,499000.0
433,-122.27,37.43,33.0,1601.0,223.0,629.0,215.0,15.0001,NEAR OCEAN,500001.0
434,-116.94,32.81,8.0,2517.0,632.0,1686.0,613.0,2.136,<1H OCEAN,143500.0
435,-117.37,34.1,10.0,3404.0,855.0,1656.0,675.0,1.6977,INLAND,91300.0
436,-117.27,34.4,8.0,6042.0,979.0,3031.0,991.0,3.3438,INLAND,124400.0
437,-122.18,37.72,45.0,1498.0,313.0,1003.0,305.0,3.8047,NEAR BAY,156700.0
438,-121.03,37.55,32.0,946.0,198.0,624.0,173.0,1.9728,INLAND,97900.0
439,-118.07,33.86,28.0,1789.0,352.0,1347.0,330.0,3.425,<1H OCEAN,189700.0
440,-117.65,34.12,17.0,3006.0,427.0,1291.0,406.0,6.2083,INLAND,242700.0
441,-121.82,37.23,23.0,4487.0,584.0,2024.0,580.0,7.5218,<1H OCEAN,291500.0
442,-122.54,37.74,42.0,2006.0,415.0,1230.0,435.0,4.1786,NEAR OCEAN,271100.0
443,-122.05,37.37,27.0,2687.0,768.0,1362.0,725.0,3.4028,<1H OCEAN,324200.0
444,-118.37,33.83,35.0,1207.0,207.0,601.0,213.0,4.7308,<1H OCEAN,353400.0
445,-122.11,37.69,37.0,2444.0,651.0,1562.0,618.0,2.6464,NEAR BAY,155200.0
446,-122.26,38.15,16.0,3921.0,727.0,2830.0,680.0,4.5053,NEAR BAY,123700.0
447,-118.3,34.02,31.0,1933.0,478.0,1522.0,423.0,1.5781,<1H OCEAN,119300.0
448,-117.85,34.07,32.0,761.0,101.0,295.0,95.0,11.1077,<1H OCEAN,500001.0
449,-120.34,38.23,10.0,3757.0,722.0,546.0,223.0,3.75,INLAND,121400.0
450,-121.5,38.59,43.0,88.0,21.0,119.0,19.0,1.725,INLAND,67500.0
451,-122.41,37.73,42.0,2604.0,573.0,1703.0,507.0,3.4231,NEAR BAY,230200.0
452,-118.47,34.25,21.0,2692.0,477.0,1330.0,456.0,4.5417,<1H OCEAN,238900.0
453,-117.97,34.05,36.0,1299.0,206.0,763.0,216.0,3.5179,<1H OCEAN,161400.0
454,-121.24,39.22,14.0,983.0,163.0,399.0,161.0,2.2917,INLAND,145100.0
455,-117.96,33.78,26.0,2136.0,557.0,1528.0,537.0,2.4931,<1H OCEAN,236100.0
456,-117.89,34.09,37.0,1813.0,394.0,1100.0,375.0,3.4453,<1H OCEAN,176700.0
457,-117.99,33.86,36.0,1138.0,228.0,725.0,219.0,3.4167,<1H OCEAN,187200.0
458,-117.7,33.63,16.0,4428.0,745.0,1525.0,682.0,5.2325,<1H OCEAN,286800.0
459,-117.11,32.69,36.0,1421.0,367.0,1418.0,355.0,1.9425,NEAR OCEAN,93400.0
460,-117.7,33.6,26.0,2283.0,506.0,634.0,469.0,2.3774,<1H OCEAN,74300.0
461,-119.76,36.8,20.0,6257.0,1346.0,2795.0,1267.0,2.2094,INLAND,83700.0
462,-117.22,34.48,7.0,2449.0,447.0,1217.0,408.0,3.6646,INLAND,109900.0
463,-120.44,34.65,30.0,2265.0,512.0,1402.0,471.0,1.975,NEAR OCEAN,134000.0
464,-118.31,34.06,36.0,369.0,147.0,145.0,136.0,0.8804,<1H OCEAN,450000.0
465,-122.2,37.44,31.0,2328.0,270.0,722.0,247.0,15.0001,NEAR OCEAN,500001.0
466,-118.35,33.9,25.0,3309.0,902.0,2299.0,837.0,3.0417,<1H OCEAN,237000.0
467,-118.04,33.78,25.0,3715.0,575.0,1640.0,572.0,5.7705,<1H OCEAN,247100.0
468,-117.37,33.98,43.0,2862.0,772.0,1878.0,675.0,2.1151,INLAND,96700.0
469,-122.45,37.78,52.0,2033.0,438.0,2198.0,418.0,3.6667,NEAR BAY,418400.0
470,-121.95,37.32,20.0,1145.0,198.0,431.0,173.0,3.1103,<1H OCEAN,281900.0
471,-122.49,37.99,27.0,5470.0,755.0,1916.0,764.0,6.994,NEAR BAY,420800.0
472,-119.71,34.41,18.0,1225.0,317.0,694.0,306.0,3.6823,NEAR OCEAN,255000.0
473,-118.46,34.01,48.0,1640.0,322.0,664.0,301.0,4.0,<1H OCEAN,500001.0
474,-122.06,38.27,14.0,6920.0,996.0,3196.0,978.0,5.0672,INLAND,171300.0
475,-116.86,34.24,19.0,5411.0,1042.0,441.0,185.0,3.1324,INLAND,132000.0
476,-118.3,33.99,47.0,2212.0,533.0,1903.0,554.0,1.9853,<1H OCEAN,101100.0
477,-121.54,38.49,6.0,9104.0,1535.0,3759.0,1481.0,5.1442,INLAND,174500.0
478,-118.13,34.02,40.0,2988.0,690.0,2144.0,667.0,2.3359,<1H OCEAN,189300.0
479,-121.96,38.32,12.0,5127.0,998.0,2749.0,976.0,4.0458,INLAND,130600.0
480,-122.04,37.08,20.0,467.0,95.0,229.0,86.0,4.8,NEAR OCEAN,261500.0
481,-120.84,38.73,17.0,2616.0,492.0,1158.0,457.0,2.8807,INLAND,142600.0
482,-122.41,37.8,52.0,2618.0,611.0,1328.0,559.0,4.1607,NEAR BAY,350000.0
483,-122.43,37.73,52.0,1494.0,306.0,1463.0,360.0,3.1786,NEAR BAY,222600.0
484,-120.94,37.7,25.0,1005.0,159.0,390.0,139.0,4.4,INLAND,174100.0
485,-117.86,34.13,33.0,2383.0,428.0,1269.0,421.0,4.636,INLAND,245500.0
486,-121.16,38.16,31.0,1953.0,366.0,999.0,316.0,2.4906,INLAND,122500.0
487,-120.59,35.13,8.0,6638.0,1054.0,2710.0,966.0,4.6776,<1H OCEAN,295500.0
488,-121.04,37.69,5.0,9601.0,1639.0,4449.0,1575.0,4.5332,INLAND,195500.0
489,-121.65,37.12,14.0,4721.0,999.0,2648.0,888.0,3.6895,<1H OCEAN,239300.0
490,-117.98,33.75,24.0,3865.0,802.0,2670.0,772.0,3.8158,<1H OCEAN,180000.0
491,-117.87,33.73,45.0,2264.0,,1970.0,499.0,3.4193,<1H OCEAN,177000.0
492,-118.45,33.99,26.0,1919.0,405.0,953.0,371.0,6.0672,<1H OCEAN,420800.0
493,-121.86,36.63,37.0,338.0,109.0,231.0,100.0,2.5313,<1H OCEAN,108300.0
494,-121.88,38.0,22.0,721.0,117.0,367.0,129.0,5.3098,INLAND,151900.0
495,-121.08,39.18,19.0,2323.0,397.0,963.0,379.0,3.7426,INLAND,162700.0
496,-117.78,33.71,16.0,2207.0,291.0,1081.0,308.0,7.3518,<1H OCEAN,331200.0
497,-118.32,33.77,37.0,627.0,95.0,259.0,106.0,6.887,<1H OCEAN,500001.0
498,-121.57,39.16,33.0,2033.0,375.0,914.0,330.0,2.6964,INLAND,68500.0
499,-117.22,33.8,3.0,5284.0,920.0,2703.0,729.0,4.0717,INLAND,126500.0
500,-121.84,37.39,31.0,5524.0,914.0,2848.0,879.0,5.5592,<1H OCEAN,229900.0
501,-118.27,33.97,39.0,2569.0,688.0,2601.0,630.0,2.0754,<1H OCEAN,101400.0
502,-122.13,37.87,18.0,1820.0,220.0,728.0,229.0,10.3713,NEAR BAY,426100.0
503,-122.17,37.76,38.0,1764.0,397.0,987.0,354.0,2.4333,NEAR BAY,98200.0
504,-122.04,37.9,20.0,5467.0,1044.0,2310.0,963.0,5.6986,NEAR BAY,275800.0
505,-121.84,39.76,14.0,2351.0,620.0,1215.0,548.0,2.3155,INLAND,102300.0
506,-117.43,34.02,33.0,3084.0,570.0,1753.0,449.0,3.05,INLAND,97800.0
507,-118.36,34.03,38.0,2365.0,638.0,2259.0,607.0,2.0879,<1H OCEAN,120700.0
508,-118.33,34.02,42.0,2043.0,378.0,869.0,416.0,3.5,<1H OCEAN,181100.0
509,-121.2,38.73,11.0,4897.0,636.0,1931.0,616.0,7.7499,INLAND,334800.0
510,-117.28,34.24,16.0,3474.0,633.0,853.0,315.0,5.2185,INLAND,128600.0
511,-119.22,34.26,16.0,2596.0,625.0,1403.0,562.0,3.4018,NEAR OCEAN,145200.0
512,-117.76,35.63,12.0,2014.0,372.0,1027.0,356.0,3.9261,INLAND,101300.0
513,-121.69,36.62,19.0,1907.0,323.0,681.0,270.0,6.0332,<1H OCEAN,244900.0
514,-121.23,37.95,32.0,2081.0,472.0,1342.0,411.0,2.7958,INLAND,59000.0
515,-123.48,40.34,19.0,518.0,108.0,216.0,80.0,2.7083,INLAND,64500.0
516,-118.42,33.98,3.0,475.0,155.0,236.0,153.0,3.6667,<1H OCEAN,450000.0
517,-117.91,33.72,32.0,2436.0,504.0,2839.0,516.0,4.5607,<1H OCEAN,182100.0
518,-117.94,34.05,34.0,1519.0,304.0,1262.0,300.0,3.3409,<1H OCEAN,161200.0
519,-118.32,33.95,44.0,2131.0,360.0,1040.0,330.0,5.0912,<1H OCEAN,169800.0
520,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,NEAR BAY,137500.0
521,-118.23,34.13,34.0,609.0,149.0,407.0,145.0,4.5766,<1H OCEAN,185800.0
522,-121.7,36.48,19.0,2150.0,479.0,1052.0,428.0,3.5039,<1H OCEAN,288400.0
523,-123.5,39.67,22.0,2124.0,450.0,1122.0,446.0,2.1793,INLAND,71500.0
524,-122.32,37.94,38.0,2751.0,522.0,1390.0,489.0,3.7277,NEAR BAY,165100.0
525,-118.06,33.83,22.0,5290.0,1054.0,2812.0,1021.0,4.53,<1H OCEAN,226400.0
526,-117.71,34.08,26.0,2744.0,494.0,1411.0,465.0,4.2639,INLAND,154200.0
527,-117.31,34.17,25.0,2795.0,596.0,1650.0,569.0,3.0078,INLAND,87100.0
528,-118.38,34.06,25.0,2558.0,661.0,1183.0,636.0,3.5556,<1H OCEAN,500000.0
529,-116.48,33.94,10.0,3254.0,913.0,923.0,486.0,1.8,INLAND,81000.0
530,-122.17,37.75,47.0,998.0,211.0,597.0,185.0,3.1587,NEAR BAY,100400.0
531,-122.29,37.54,43.0,2268.0,438.0,1151.0,449.0,4.9091,NEAR OCEAN,293200.0
532,-118.16,34.17,46.0,1508.0,261.0,674.0,255.0,3.5909,<1H OCEAN,155400.0
533,-122.34,37.94,42.0,2206.0,451.0,989.0,444.0,3.125,NEAR BAY,143900.0
534,-118.97,35.36,31.0,1418.0,306.0,1219.0,312.0,1.5743,INLAND,46700.0
535,-120.95,37.62,11.0,4981.0,814.0,1934.0,686.0,3.7041,INLAND,174800.0
536,-121.32,38.68,25.0,1252.0,207.0,587.0,217.0,3.5893,INLAND,146400.0
537,-117.0,32.74,17.0,2357.0,599.0,1423.0,510.0,1.8856,<1H OCEAN,118800.0
538,-122.4,37.75,52.0,1182.0,307.0,1029.0,306.0,2.0577,NEAR BAY,214600.0
539,-120.0,38.9,21.0,1653.0,419.0,737.0,308.0,1.9727,INLAND,114100.0
540,-117.84,33.76,14.0,1458.0,423.0,615.0,365.0,4.2798,<1H OCEAN,218800.0
541,-117.65,34.02,9.0,2107.0,411.0,1138.0,389.0,4.4042,INLAND,159100.0
542,-118.07,33.91,35.0,2228.0,463.0,1558.0,427.0,4.023,<1H OCEAN,157700.0
543,-117.81,34.08,13.0,18448.0,2474.0,7775.0,2397.0,7.7876,INLAND,348900.0
544,-118.31,33.91,36.0,961.0,173.0,625.0,179.0,4.2596,<1H OCEAN,181100.0
545,-120.96,37.51,30.0,1288.0,237.0,720.0,233.0,2.3864,INLAND,139100.0
546,-124.26,40.58,52.0,2217.0,394.0,907.0,369.0,2.3571,NEAR OCEAN,111400.0
547,-121.1,38.92,21.0,4064.0,871.0,1847.0,859.0,3.0321,INLAND,135500.0
548,-120.06,39.01,19.0,2967.0,528.0,112.0,48.0,4.0714,INLAND,437500.0
549,-117.2,34.04,24.0,1587.0,222.0,676.0,234.0,6.0715,INLAND,173400.0
550,-118.31,34.04,37.0,2338.0,686.0,2376.0,630.0,1.767,<1H OCEAN,170300.0
551,-117.28,34.11,39.0,1573.0,418.0,1258.0,359.0,1.4896,INLAND,69500.0
